# Word frequencies generated using Sudachi tokenization (Modes A, B, C)
# Data Provenance: HuggingFace 'mc4' dataset (validation split)
# Word	Sudachi_A	Sudachi_B	Sudachi_C
一回り	11	11	11
小保方	11	11	11
チョイ	11	11	11
言葉遣い	11	11	11
ブースター	11	11	11
召喚	11	11	11
汎	11	11	11
ヤンキー	11	11	11
ごちそう	11	11	11
安恒	11	11	11
さかん	11	11	11
いっぺん	11	11	11
亡き	11	11	11
240	11	11	11
取り引き	11	11	11
十人	11	11	11
もんじゃ	11	11	11
威	11	11	11
群生	11	11	11
仮装	11	11	11
４４２５	11	11	11
ガッチ	11	11	11
くるま	11	11	11
ｘ	11	11	11
盛ら	11	11	11
でかく	11	11	11
辰野	11	11	11
祈	11	11	11
こなれ	11	11	11
五感	11	11	11
鏡面	11	11	11
うつ病	11	11	11
今井	11	11	11
久し振り	11	11	11
りし	11	11	11
気兼ね	11	11	11
ちょん	11	11	11
昇降	11	11	11
寓話	11	11	11
3.5	11	11	11
ほどよい	11	11	11
あぶら	11	11	11
牝馬	11	11	11
トタン	11	11	11
30万	11	11	11
ヴァン	11	11	11
水圧	11	11	11
モノマネ	11	11	11
インコ	11	11	11
名産	11	11	11
ハミルトン	11	11	11
通訳	11	11	11
攻防	11	11	11
想う	11	11	11
粘っ	11	11	11
誇れる	11	11	11
検知	11	11	11
マダム	11	11	11
真っ直ぐ	11	11	11
リスナー	11	11	11
マリノス	11	11	11
リサイタル	11	11	11
ジェームズ	11	11	11
ロジウム	11	11	11
フォーティ	11	11	11
はしご	11	11	11
GHC	11	11	11
陸軍	11	11	11
談話	11	11	11
間引き	11	11	11
受け渡し	11	11	11
カーディガン	11	11	11
溶媒	11	11	11
はやっ	11	11	11
凄まじい	11	11	11
頼れる	11	11	11
薄々	11	11	11
役立っ	11	11	11
カブト	11	11	11
亀頭	11	11	11
アルゼンチン	11	11	11
うつっ	11	11	11
祝福	11	11	11
標的	11	11	11
性器	11	11	11
チラホラ	11	11	11
ラスベガス	11	11	11
過多	11	11	11
食え	11	11	11
徘徊	11	11	11
小山田	11	11	11
コーラル	11	11	11
号泣	11	11	11
学割	11	11	11
新井場	11	11	11
しげ	11	11	11
堪え	11	11	11
わけて	11	11	11
深部	11	11	11
母体	11	11	11
女神	11	11	11
正論	11	11	11
ok	11	11	11
四街道	11	11	11
ねらい	11	11	11
近づける	11	11	11
はな	11	11	11
赤星	11	11	11
唐突	11	11	11
ばらまい	11	11	11
アメフト	11	11	11
王座	11	11	11
狭	11	11	11
飲み屋	11	11	11
㎝	11	11	11
うさ	11	11	11
‥‥	11	11	11
オパール	11	11	11
きめ細やか	11	11	11
お台場	11	11	11
クジラ	11	11	11
ｐＨ	11	11	11
是	11	11	11
いとこ	11	11	11
和やか	11	11	11
ダイア	11	11	11
えらく	11	11	11
５８	11	11	11
AgIC	11	11	11
石炭	11	11	11
採決	11	11	11
志す	11	11	11
磨か	11	11	11
ソフィー	11	11	11
プラネット	11	11	11
一郎	11	11	11
nbsp	11	11	11
バイパス	11	11	11
ライフライン	11	11	11
アルファベット	11	11	11
右図	11	11	11
ノック	11	11	11
かわ	11	11	11
金運	11	11	11
はら	11	11	11
たいして	11	11	11
鎧	11	11	11
ホームプロ	11	11	11
招集	11	11	11
十姉妹	11	11	11
美味かっ	11	11	11
450	11	11	11
わるい	11	11	11
亀井	11	11	11
視認	11	11	11
アンインストール	11	11	11
本革	11	11	11
色気	11	11	11
下図	11	11	11
位相	11	11	11
ベネチア	11	11	11
防げる	11	11	11
なんせ	11	11	11
反復	11	11	11
侮れ	11	11	11
研い	11	11	11
乳房	11	11	11
減らせる	11	11	11
ジョイント	11	11	11
使い物	11	11	11
スイカ	11	11	11
壮年	11	11	11
カトリック	11	11	11
整然	11	11	11
攻める	11	11	11
際立つ	11	11	11
しぐさ	11	11	11
遮断	11	11	11
梅屋	11	11	11
突い	11	11	11
踏む	11	11	11
気長	11	11	11
作風	11	11	11
ケイ素	11	11	11
ゲス	11	11	11
ふい	11	11	11
デンプン	11	11	11
満車	11	11	11
盛っ	11	11	11
みるみる	11	11	11
ちと	11	11	11
手技	11	11	11
奥深い	11	11	11
浜辺	11	11	11
途	11	11	11
ナルガ	11	11	11
外線	11	11	11
謙虚	11	11	11
駆け足	11	11	11
続落	11	11	11
きゅうり	11	11	11
右肩	11	11	11
バッシュ	11	11	11
細長い	11	11	11
まちまち	11	11	11
水質	11	11	11
デイトナ	11	11	11
義父	11	11	11
ノリノリ	11	11	11
グ	11	11	11
召し上がっ	11	11	11
潜伏	11	11	11
野次	11	11	11
髙橋	11	11	11
んっ	11	11	11
プラグ	11	11	11
漁協	11	11	11
招聘	11	11	11
なう	11	11	11
ざい	11	11	11
山林	11	11	11
在る	11	11	11
演算	11	11	11
隠せ	11	11	11
遥	11	11	11
自演	11	11	11
傍	11	11	11
油分	11	11	11
カノシェ	11	11	11
販促	11	11	11
積ま	11	11	11
効用	11	11	11
エ	11	11	11
生長	11	11	11
投下	11	11	11
bitcoin	11	11	11
育む	11	11	11
青龍	11	11	11
華名	11	11	11
っちゃん	11	11	11
斑	11	11	11
堕落	11	11	11
潜っ	11	11	11
ワロタ	11	11	11
クッキング	11	11	11
月日	11	11	11
Q＆A	11	11	11
一報	11	11	11
バスタブ	11	11	11
ジャッジメント	11	11	11
一手	11	11	11
鼻先	11	11	11
是正	11	11	11
凸	11	11	11
漬	11	11	11
＿	11	11	11
３９	11	11	11
膨らみ	11	11	11
テリア	11	11	11
湿式	11	11	11
つや消し	11	11	11
エド	11	11	11
キノコ	11	11	11
ＧＢ	11	11	11
CG	11	11	11
にぎわっ	11	11	11
懇願	11	11	11
鬼畜	11	11	11
転向	11	11	11
おこない	11	11	11
倍率	11	11	11
エクササイズ	11	11	11
写る	11	11	11
牛革	11	11	11
起きれ	11	11	11
ライブラリー	11	11	11
剥落	11	11	11
落胆	11	11	11
父母	11	11	11
益虫	11	11	11
プレイス	11	11	11
腹痛	11	11	11
アイフル	11	11	11
熱々	11	11	11
風貌	11	11	11
瞬時	11	11	11
弊害	11	11	11
歳出	11	11	11
小花	11	11	11
卓越	11	11	11
カイロプラクティック	11	11	11
ローター	11	11	11
大嫌い	11	11	11
無音	11	11	11
ブティック	11	11	11
蔓延	11	11	11
忙しかっ	11	11	11
延ばし	11	11	11
垣根	11	11	11
大口	11	11	11
夢見	11	11	11
年利	11	11	11
イノッチ	11	11	11
平然	11	11	11
新潮	11	11	11
水浸し	11	11	11
ハヌルジェ	11	11	11
試みる	11	11	11
BIOS	11	11	11
アク	11	11	11
操る	11	11	11
仕掛ける	11	11	11
底面	11	11	11
Ａ子	11	11	11
当たれ	11	11	11
喜安	11	11	11
がな	11	11	11
呼称	11	11	11
省い	11	11	11
嘆い	11	11	11
板書	11	11	11
牌	11	11	11
一休み	11	11	11
ヘアケア	11	11	11
ヴェイパー	11	11	11
見てくれ	11	11	11
洒落	11	11	11
ダイス	11	11	11
そら	11	11	11
お節介	11	11	11
学業	11	11	11
物語る	11	11	11
ぎゅっ	11	11	11
マイルド	11	11	11
雅治	11	11	11
遊戯	11	11	11
プチギフト	11	11	11
阿佐	11	11	11
履き心地	11	11	11
戦時	11	11	11
ヴェーダ	11	11	11
拍車	11	11	11
ぽち	11	11	11
倉地	11	11	11
受けよう	11	11	11
三ツ星	11	11	11
眼球	11	11	11
共存	11	11	11
工藤	11	11	11
於い	11	11	11
リベリア	11	11	11
続伸	11	11	11
ルイヴィトンバックルイヴィトン	11	11	11
整頓	11	11	11
∵	11	11	11
ありがたかっ	11	11	11
要約	11	11	11
おもしろく	11	11	11
API	11	11	11
ニッチ	11	11	11
リカ	11	11	11
ェ	11	11	11
トリガー	11	11	11
ウロコ	11	11	11
つくろう	11	11	11
ブンブン	11	11	11
arise	11	11	11
ガジェット	11	11	11
万事	11	11	11
入念	11	11	11
リストラ	11	11	11
泣か	11	11	11
vs	11	11	11
ニャ	11	11	11
品数	11	11	11
成型	11	11	11
キャバクラ	11	11	11
囚われ	11	11	11
1991	11	11	11
ボランチ	11	11	11
耐える	11	11	11
DQN	11	11	11
雑種	11	11	11
フィルモ	11	11	11
如き	11	11	11
アーキテクチャ	11	11	11
しきり	11	11	11
煮る	11	11	11
サイコロ	11	11	11
熱烈	11	11	11
誘拐	11	11	11
カボチャ	11	11	11
型番	11	11	11
偏り	11	11	11
催促	11	11	11
スパッター	11	11	11
ベストセラー	11	11	11
アラカ	11	11	11
崩さ	11	11	11
ガスコンロ	11	11	11
ダクソ	11	11	11
激痛	11	11	11
廃	11	11	11
切れ目	11	11	11
王朝	11	11	11
サプライヤー	11	11	11
西岡	11	11	11
XAML	11	11	11
1.6	11	11	11
84	11	11	11
液肥	11	11	11
アルゴリズム	11	11	11
プ	11	11	11
シンママ	11	11	11
好走	11	11	11
澄み	11	11	11
マルシェ	11	11	11
戻れる	11	11	11
フォークリフト	11	11	11
もっちり	11	11	11
ピッ	11	11	11
戸惑っ	11	11	11
配し	11	11	11
完走	11	11	11
混在	11	11	11
トロント	11	11	11
ちょくちょく	11	11	11
フォアグラ	11	11	11
イーサリアム	11	11	11
彷彿	11	11	11
ロッジ	11	11	11
伐採	11	11	11
あたりまえ	11	11	11
付随	11	11	11
構内	11	11	11
しおり	11	11	11
マグネット	11	11	11
めげ	11	11	11
ごちゃごちゃ	11	11	11
ネクスト	11	11	11
(*^▽^*)	11	11	11
ヒュンジ	11	11	11
売店	11	11	11
追随	11	11	11
手伝う	11	11	11
南原	11	11	11
CB	11	11	11
明美	11	11	11
おいら	11	11	11
賢	11	11	11
徳重	11	11	11
セクション	11	11	11
シューター	11	11	11
キンドル	11	11	11
上向き	11	11	11
ドラ	11	11	11
嗅い	11	11	11
ｗｗｗｗｗ	11	11	11
ごみ箱	11	11	11
御用達	11	11	11
とりどり	11	11	11
狩る	11	11	11
偏っ	11	11	11
呼気	11	11	11
課せ	11	11	11
全校	11	11	11
分業	11	11	11
考	11	11	11
婆さん	11	11	11
フラッタ	11	11	11
スガシカオ	11	11	11
之	11	11	11
頼め	11	11	11
三ツ沢	11	11	11
心地よく	11	11	11
寅	11	11	11
つぶつぶ	11	11	11
履く	11	11	11
手描き	11	11	11
駅名	11	11	11
ルーレット	11	11	11
なな	11	11	11
名画	11	11	11
メロディ	11	11	11
贩	11	11	11
クライミング	11	11	11
計っ	11	11	11
雇っ	11	11	11
小上がり	11	11	11
62	11	11	11
切断	11	11	11
宇	11	11	11
招か	11	11	11
69	11	11	11
遭わ	11	11	11
王者	11	11	11
IH	11	11	11
おなじ	11	11	11
奏	11	11	11
線引き	11	11	11
JP	11	11	11
分り	11	11	11
声かけ	11	11	11
マーカー	11	11	11
王位	11	11	11
三十	11	11	11
根幹	11	11	11
草原	11	11	11
タテ	11	11	11
クラゲ	11	11	11
リエル	11	11	11
余暇	11	11	11
ふたたび	11	11	11
例える	11	11	11
通商	11	11	11
とどまら	11	11	11
ヘクタール	11	11	11
現存	11	11	11
官庁	11	11	11
概略	11	11	11
競売	11	11	11
湖畔	11	11	11
プロフ	11	11	11
折り合い	10	11	11
見返り	10	11	11
組合わせ	10	11	11
引き分け	8	11	11
生き残り	8	11	11
取り替え	4	11	11
切り捨て	4	11	11
落ち込み	4	11	11
植え替え	3	11	11
追い越し	3	11	11
押し出し	1	11	11
非日常	0	11	11
経済力	0	11	11
フランス人	0	11	11
情報誌	0	11	11
批判的	0	11	11
実用化	0	11	11
性行為	0	11	11
保険証	0	11	11
改善点	0	11	11
引っ張る	0	11	11
誓約書	0	11	11
差し出す	0	11	11
同行者	0	11	11
在学中	0	11	11
立ち直る	0	11	11
弁当箱	0	11	11
農作業	0	11	11
漂白剤	0	11	11
数年間	0	11	11
武豊町	0	11	11
創造的	0	11	11
人工的	0	11	11
パン屋	0	11	11
東成瀬村	0	11	11
ご承知	0	11	11
最寄駅	0	11	11
追い込む	0	11	11
織り交ぜ	0	11	11
簡素化	0	11	11
税務署	0	11	11
常識的	0	11	11
高得点	0	11	11
小動物	0	11	11
将来性	0	11	11
思い知らさ	0	11	11
表面的	0	11	11
折りたたん	0	11	11
一体化	0	11	11
遊歩道	0	11	11
ビニール傘	0	11	11
最大化	0	11	11
公式戦	0	11	11
見越し	0	11	11
必然性	0	11	11
取り外す	0	11	11
医学的	0	11	11
申し上げる	0	11	11
梅林駅	0	11	11
段階的	0	11	11
同伴者	0	11	11
立ち上げる	0	11	11
新年会	0	11	11
戦い方	0	11	11
取りあげ	0	11	11
追い詰め	0	11	11
請け負っ	0	11	11
音楽家	0	11	11
代替案	0	11	11
総務省	0	11	11
体験者	0	11	11
試運転	0	11	11
スピード感	0	11	11
臭み	0	11	11
人間的	0	11	11
修理業	0	11	11
静電気	0	11	11
知り合う	0	11	11
徒歩圏	0	11	11
即効性	0	11	11
見入っ	0	11	11
書き込ま	0	11	11
定休日	0	11	11
硬め	0	11	11
厚労省	0	11	11
基準値	0	11	11
座布団	0	11	11
頭蓋骨	0	11	11
新潟駅	0	11	11
回転数	0	11	11
正反対	0	11	11
雑木林	0	11	11
ご都合	0	11	11
最高値	0	11	11
通り越し	0	11	11
研究家	0	11	11
抵当権	0	11	11
乗り出し	0	11	11
報告会	0	11	11
支持者	0	11	11
回答者	0	11	11
所得税	0	11	11
不許可	0	11	11
組み込ま	0	11	11
水族館	0	11	11
全自動	0	11	11
給食費	0	11	11
周辺国	0	11	11
優勝者	0	11	11
包み込む	0	11	11
航空機	0	11	11
受信箱	0	11	11
最下位	0	11	11
乗り換える	0	11	11
太め	0	11	11
差し引い	0	11	11
不利益	0	11	11
浮世絵	0	11	11
運命的	0	11	11
意欲的	0	11	11
限定的	0	11	11
汎用性	0	11	11
逆効果	0	11	11
文字列	0	11	11
立体的	0	11	11
恐怖心	0	11	11
法律上	0	11	11
有識者	0	11	11
具現化	0	11	11
見逃せ	0	11	11
無農薬	0	11	11
何歳	0	11	11
飛距離	0	11	11
魚介類	0	11	11
納税者	0	11	11
引きずっ	0	11	11
運転者	0	11	11
地球人	0	11	11
気象庁	0	11	11
協奏曲	0	11	11
結びつける	0	11	11
使いこなす	0	11	11
応援団	0	11	11
デスクワーク	1	1	11
必要事項	0	0	11
フィットネスクラブ	0	0	11
重要文化財	0	0	11
知的財産	0	0	11
オンデマンド	0	0	11
新型コロナウィルス	0	0	11
プロジェクトメンバー	0	0	11
北海道産	0	0	11
動物病院	0	0	11
愛媛県松山市	0	0	11
相談窓口	0	0	11
第一印象	0	0	11
ビジネスモデル	0	0	11
矯正歯科	0	0	11
オンラインゲーム	0	0	11
財政調整	0	0	11
事実関係	0	0	11
大量生産	0	0	11
ガソリンスタンド	0	0	11
軍国主義	0	0	11
休日出勤	0	0	11
東京スカイツリー	0	0	11
ふるさと納税	0	0	11
必要書類	0	0	11
宿泊料金	0	0	11
水元公園	0	0	11
残業時間	0	0	11
移動距離	0	0	11
情報共有	0	0	11
シングルベッド	0	0	11
初期費用	0	0	11
三井住友	0	0	11
課題解決	0	0	11
ハイレベル	0	0	11
専門用語	0	0	11
タッチパネル	0	0	11
ソースコード	0	0	11
自家用車	0	0	11
地方公共団体	0	0	11
社会人基礎力	0	0	11
スパムメール	0	0	11
対処方法	0	0	11
自己負担額	0	0	11
クリスマスプレゼント	0	0	11
ダウンベスト	0	0	11
JR西日本	0	0	11
ブラックボックス	0	0	11
資金調達	0	0	11
新陳代謝	0	0	11
経過観察	0	0	11
オープンスペース	0	0	11
リゾートバイト	0	0	11
事故調査委員会	0	0	11
おはようございます	0	0	11
南アルプス	0	0	11
一定期間	0	0	11
ビッグデータ	0	0	11
瀬戸内海	0	0	11
代表取締役	0	0	11
国家公務員法	0	0	11
北海道名寄市	0	0	11
行動計画	0	0	11
新潟市	0	42	10
下水内郡	0	38	10
本町	28	28	10
式場	25	25	10
ロー	24	24	10
公衆	19	19	10
分担	18	18	10
独り	18	17	10
商法	17	17	10
ムーン	16	16	10
ゴースト	16	16	10
日清	16	16	10
ファイバー	16	16	10
ニッポン	16	16	10
ハンズ	16	16	10
松戸市	0	15	10
ボストン	14	14	10
ブラス	14	14	10
信長	14	14	10
第一	14	14	10
ズーム	14	14	10
民生	15	13	10
領土	13	13	10
円満	13	13	10
絞り込み	5	13	10
呼吸器	0	13	10
販売機	0	13	10
合格者	0	13	10
北見	25	12	10
明快	12	12	10
バンジー	12	12	10
社名	12	12	10
集積	12	12	10
試用	12	12	10
一騎	12	12	10
スカウト	12	12	10
クオリティー	12	12	10
Ｕ	12	12	10
スマイル	12	12	10
わさび	12	12	10
ロマンス	12	12	10
佐呂間町	0	12	10
主義者	0	12	10
虻田郡	0	12	10
サッカー部	0	12	10
従事者	0	12	10
大日本	0	12	10
墨田区	0	12	10
小谷	20	11	10
参院	19	11	10
郡山	17	11	10
耐性	16	11	10
ばか	14	11	10
久留米	14	11	10
独裁	14	11	10
たばこ	13	11	10
キャンドル	11	11	10
ホース	11	11	10
ミニチュア	11	11	10
森本	11	11	10
エイジ	11	11	10
中高	11	11	10
トラップ	11	11	10
深田	11	11	10
ニー	11	11	10
遵守	11	11	10
埋葬	11	11	10
プラクティス	11	11	10
インデックス	11	11	10
基板	11	11	10
エンター	11	11	10
ダンサー	11	11	10
富士市	0	11	10
追い	237	10	10
知らせ	195	10	10
幼稚	137	10	10
踏み	132	10	10
半田	77	10	10
自衛	73	10	10
録	60	10	10
水曜	45	10	10
能	38	10	10
微	37	10	10
公民	36	10	10
包み	35	10	10
大使	29	10	10
心因	29	10	10
遠	27	10	10
くり	27	10	10
途上	25	10	10
住	24	10	10
天王寺	22	10	10
詞	20	10	10
かえる	19	10	10
形容	19	10	10
忍び	18	10	10
口内	18	10	10
赤城	18	10	10
兵	18	10	10
試作	18	10	10
揉み	17	10	10
参列	16	10	10
しみ	16	10	10
優位	16	10	10
大館	16	10	10
空洞	15	10	10
採り	15	10	10
洞察	15	10	10
離さ	15	10	10
撃つ	14	10	10
硝酸	14	10	10
覆い	14	10	10
不眠	14	10	10
かざし	14	10	10
紛れ	14	10	10
川上	13	10	10
滑走	13	10	10
浅草	13	10	10
飛ば	13	10	10
破り	13	10	10
気圧	13	10	10
こえ	13	10	10
特攻	13	10	10
環	13	10	10
果樹	13	10	10
前橋	13	10	10
街路	13	10	10
粘土	13	10	10
座敷	13	10	10
来訪	13	10	10
戸田	12	10	10
三塁	12	10	10
落し	12	10	10
長屋	12	10	10
発泡	12	10	10
くくっ	12	10	10
艇	12	10	10
敵対	12	10	10
冊子	12	10	10
勾配	12	10	10
水沢	12	10	10
雛	12	10	10
漢	12	10	10
ふん	12	10	10
犬山	12	10	10
前夜	12	10	10
一筋	12	10	10
揃える	12	10	10
未婚	11	10	10
酒田	11	10	10
永続	11	10	10
おし	11	10	10
刺さる	11	10	10
争っ	11	10	10
閑散	11	10	10
こぼれ	11	10	10
蒲田	11	10	10
指向	11	10	10
倒せ	11	10	10
割安	11	10	10
負い	11	10	10
擦っ	11	10	10
愛読	11	10	10
付けよう	11	10	10
月見	11	10	10
かぶる	11	10	10
まとっ	11	10	10
消火	11	10	10
若葉	11	10	10
国鉄	11	10	10
釜	11	10	10
禿げ	11	10	10
判例	11	10	10
動かさ	11	10	10
給水	11	10	10
あてる	11	10	10
由仁	11	10	10
中型	11	10	10
みか	10	10	10
鞍上	10	10	10
コンシーラー	10	10	10
采配	10	10	10
恥ずかしかっ	10	10	10
奄美	10	10	10
CA	10	10	10
えん	10	10	10
均	10	10	10
マスタリング	10	10	10
FP	10	10	10
ハト	10	10	10
田畑	10	10	10
県政	10	10	10
いきいき	10	10	10
イラブー	10	10	10
孫文	10	10	10
88	10	10	10
チョット	10	10	10
山積み	10	10	10
戴い	10	10	10
溜	10	10	10
動態	10	10	10
コネクター	10	10	10
疑わしい	10	10	10
ロダ	10	10	10
ファインダー	10	10	10
かなえ	10	10	10
アクシデント	10	10	10
貢い	10	10	10
とっとと	10	10	10
客船	10	10	10
大成	10	10	10
遠景	10	10	10
別売り	10	10	10
悠	10	10	10
しお	10	10	10
オス	10	10	10
徳兵衛	10	10	10
マズイ	10	10	10
尽くす	10	10	10
日本的	10	10	10
大倉	10	10	10
スタンバイ	10	10	10
ちょうだい	10	10	10
瞬く	10	10	10
戦え	10	10	10
ＧＰＳ	10	10	10
祈祷	10	10	10
GSA	10	10	10
掛け金	10	10	10
謂ふ	10	10	10
薫	10	10	10
加圧	10	10	10
膣内	10	10	10
体裁	10	10	10
性癖	10	10	10
GMO	10	10	10
蛯原	10	10	10
ビレッジ	10	10	10
壺	10	10	10
律法	10	10	10
百合	10	10	10
仕分け	10	10	10
飼わ	10	10	10
低温	10	10	10
死滅	10	10	10
文様	10	10	10
水滴	10	10	10
犯す	10	10	10
半信	10	10	10
マイページ	10	10	10
ナムコ	10	10	10
諸々	10	10	10
ひっくり返し	10	10	10
言わば	10	10	10
沈め	10	10	10
そうめん	10	10	10
阿蘇	10	10	10
役どころ	10	10	10
ドクターズ	10	10	10
笛	10	10	10
衣裳	10	10	10
クラック	10	10	10
性分	10	10	10
レジリエンス	10	10	10
クロノ	10	10	10
淘汰	10	10	10
ニス	10	10	10
藤本	10	10	10
ランチタイム	10	10	10
下水	10	10	10
エントランス	10	10	10
とらお	10	10	10
小鼻	10	10	10
方言	10	10	10
エックスツー	10	10	10
＾ｑ＾	10	10	10
平蔵	10	10	10
折々	10	10	10
ジョブ	10	10	10
ボイル	10	10	10
ぼやけ	10	10	10
辛口	10	10	10
かかと	10	10	10
シュノーケリング	10	10	10
気付け	10	10	10
スカイプ	10	10	10
故意	10	10	10
えろ	10	10	10
マイスター	10	10	10
ロープウェイ	10	10	10
セラミド	10	10	10
採光	10	10	10
コンボ	10	10	10
すけ	10	10	10
死ね	10	10	10
昼休み	10	10	10
窺え	10	10	10
熟知	10	10	10
本道	10	10	10
ラメラ	10	10	10
川村	10	10	10
MAC	10	10	10
投函	10	10	10
今どき	10	10	10
書斎	10	10	10
Wi-Fi	10	10	10
昔話	10	10	10
片づけ	10	10	10
アテネ	10	10	10
高田	10	10	10
ユニットバス	10	10	10
ヒザ	10	10	10
あつ	10	10	10
エストロゲン	10	10	10
図れる	10	10	10
厚手	10	10	10
￢	10	10	10
撒い	10	10	10
ベイビー	10	10	10
東欧	10	10	10
盆休み	10	10	10
託す	10	10	10
見つかれ	10	10	10
メセタ	10	10	10
前例	10	10	10
富田	10	10	10
マルコス	10	10	10
ひざ	10	10	10
白書	10	10	10
特筆	10	10	10
司る	10	10	10
CEO	10	10	10
伴わ	10	10	10
ホットヨガスタジオ	10	10	10
再々	10	10	10
肘	10	10	10
落書き	10	10	10
ジェラート	10	10	10
つとむ	10	10	10
進度	10	10	10
裕福	10	10	10
ほこり	10	10	10
窮地	10	10	10
アオバト	10	10	10
潤	10	10	10
グリーンピース	10	10	10
アジュバン	10	10	10
散らかし	10	10	10
本殿	10	10	10
しくみ	10	10	10
告示	10	10	10
1.2	10	10	10
蹴る	10	10	10
童話	10	10	10
軍用	10	10	10
必勝	10	10	10
半熟	10	10	10
発育	10	10	10
販路	10	10	10
頼もしい	10	10	10
協賛	10	10	10
SB	10	10	10
病状	10	10	10
釣り場	10	10	10
Ｑ＆Ａ	10	10	10
生計	10	10	10
1300	10	10	10
インポート	10	10	10
種々	10	10	10
シャボン	10	10	10
まいっ	10	10	10
脱退	10	10	10
暮らせる	10	10	10
オチンチン	10	10	10
カーサ	10	10	10
ensp	10	10	10
ヤニ	10	10	10
言い回し	10	10	10
立国	10	10	10
玲子	10	10	10
つかまっ	10	10	10
1983	10	10	10
チャック	10	10	10
ｉＰｈｏｎｅ	10	10	10
年頃	10	10	10
1200	10	10	10
踏ま	10	10	10
出先	10	10	10
ウォール	10	10	10
MCP	10	10	10
窓際	10	10	10
弾ける	10	10	10
30,000	10	10	10
オクラ	10	10	10
